31	9
31	10
31	13
31	14
31	19
35	7
35	8
35	9
35	10
35	13
35	15
35	19
36	9
37	9
37	10
37	12
37	18
37	19
41	19
42	19
44	19
46	19
49	19
53	19
60	19
61	19
62	19
64	19
65	19
66	19
68	19
70	19
71	19
72	19
73	19
75	19
76	7
76	8
76	9
76	10
76	12
76	14
76	18
76	19
78	19
83	13
83	19
85	19
87	19
88	19
90	18
96	19
97	19
100	13
100	15
100	18
100	19
101	9
101	10
101	13
101	15
101	18
101	19
102	9
102	10
102	13
102	19
105	9
107	6
114	5
117	5
118	5
120	5
121	5
122	5
123	5
124	5
125	5
126	5
130	19
132	19
133	19
134	19
135	19
136	19
137	19
139	19
140	19
141	19
142	19
145	13
163	13
163	19
166	13
178	9
179	19
180	13
183	19
184	19
185	12
185	19
187	12
187	19
189	19
192	9
192	12
192	13
192	14
192	19
202	19
205	13
206	19
239	19
241	7
241	8
241	9
241	13
241	14
241	19
242	19
247	9
251	12
251	13
251	19
256	19
260	9
260	10
261	9
261	10
261	19
270	5
271	5
272	5
273	5
274	5
275	5
280	19
284	19
288	19
289	19
290	19
292	19
296	19
297	9
297	10
297	13
297	14
297	19
299	19
304	9
304	10
304	12
304	18
304	19
305	19
309	13
309	19
310	7
310	8
310	9
310	10
310	12
310	13
310	14
310	18
310	19
313	19
314	19
315	19
320	18
321	5
322	13
323	15
328	19
329	19
334	19
342	9
342	19
344	19
346	19
347	19
348	19
349	19
351	13
353	19
354	19
376	19
377	19
378	19
379	19
387	19
388	13
389	13
404	19
405	19
406	19
407	19
408	19
409	19
410	19
411	19
419	19
432	19
461	13
519	19
520	13
526	19
527	19
539	19
540	19
541	19
542	19
543	19
544	19
545	19
548	19
549	19
550	19
551	19
555	19
556	19
557	19
560	19
561	19
562	19
572	7
572	8
572	12
572	13
572	18
572	19
573	15
597	19
598	19
600	13
606	13
606	19
610	13
618	13
630	13
630	19
631	19
648	19
664	9
664	10
664	12
664	18
664	19
669	19
670	19
672	6
672	7
672	8
672	18
672	19
686	13
740	19
741	19
742	19
744	6
744	7
744	8
744	9
744	10
744	12
744	18
755	19
772	19
808	19
826	6
826	9
826	10
826	12
826	18
827	19
828	19
856	6
859	19
860	19
862	19
926	19
999	19
1009	19
1010	19
1014	18
1016	19
1023	8
1027	16
1035	19
1036	19
1039	19
1041	19
1042	9
1043	19
1044	9
1046	19
1048	19
1049	19
1051	19
1055	19
1056	9
1056	10
1056	12
1056	19
1065	13
1069	6
1069	19
1070	9
1088	6
1088	9
1088	13
1088	14
1088	19
1089	12
1089	13
1089	14
1089	19
1090	19
1093	19
1104	19
1105	19
1106	19
1107	19
1108	19
1110	19
1111	9
1118	19
1142	9
1190	19
1191	19
1192	19
1193	19
1194	19
1195	19
1230	19
1231	19
1232	19
1241	19
1244	19
1245	19
1272	19
1287	13
1328	13
1383	13
1383	19
1394	13
1394	19
1399	19
1408	19
1409	19
1410	19
1411	19
1412	19
1414	13
1414	19
1415	19
1424	13
1439	19
1440	19
1441	19
1474	9
1553	19
1560	13
1560	19
1599	19
1683	15
1683	18
1872	9
1872	10
1872	12
1872	13
2327	6
2328	6
2329	6
2446	9
2446	10
2446	14
2446	19
2461	9
2461	10
2891	7
2891	8
2891	9
2891	10
2891	12
2891	13
2891	14
2891	18
2891	19
2893	9
2893	12
2893	13
2893	14
2893	19
2894	7
2894	8
2894	9
2894	10
2894	14
2894	18
2894	19
2895	19
2897	19
2898	9
2898	13
2898	14
2898	18
2901	19
2905	19
2906	19
2907	19
2912	12
2912	19
2915	19
2916	14
2916	19
2918	18
2920	18
2929	18
2929	19
2930	19
2932	19
2933	19
2935	19
2936	18
2936	19
2947	7
2947	8
2947	9
2947	10
2947	14
2947	18
2947	19
2948	19
2949	19
2950	19
2952	9
2952	10
2952	18
2952	19
2957	13
2957	19
2959	13
2960	9
2960	10
2960	18
2960	19
2961	19
2962	19
2963	19
2965	18
2965	19
2967	7
2967	8
2967	9
2967	10
2967	13
2967	15
2967	18
2967	19
2968	19
2974	9
2974	10
2974	18
2977	19
2979	19
2982	19
2983	19
2984	7
2984	8
2984	12
2984	13
2984	14
2984	19
2989	13
2994	9
2994	10
2994	18
2994	19
3013	7
3013	8
3013	9
3013	12
3013	13
3013	14
3013	18
3013	19
3017	19
3022	19
3024	19
3030	19
3032	9
3032	19
3042	19
3057	9
3057	13
3058	9
3058	13
3058	14
3058	19
3059	19
3060	19
3064	19
3071	19
3072	19
3074	19
3075	19
3076	19
3078	19
3079	19
3081	9
3081	19
3082	9
3082	19
3083	19
3086	19
3088	19
3089	19
3090	19
3091	19
3092	19
3093	19
3094	19
3095	19
3096	19
3097	19
3098	19
3100	19
3101	19
3102	19
3103	19
3104	19
3105	19
3107	19
3108	19
3110	19
3112	19
3113	19
3114	19
3115	19
3116	19
3117	19
3118	19
3119	19
3120	19
3122	19
3123	19
3127	19
3128	19
3129	19
3130	19
3131	19
3132	19
3133	19
3135	19
3137	19
3138	19
3139	19
3140	19
3141	19
3143	19
3147	19
3148	7
3148	8
3148	9
3148	10
3148	13
3148	15
3148	19
3155	7
3155	8
3155	9
3155	10
3155	15
3155	18
3155	19
3157	13
3157	19
3158	19
3159	19
3160	19
3162	19
3163	19
3164	19
3165	19
3167	19
3168	19
3169	19
3171	19
3173	19
3174	19
3175	19
3176	19
3177	19
3178	19
3179	19
3180	19
3182	19
3183	19
3184	19
3185	19
3186	19
3187	19
3188	19
3189	19
3192	19
3194	19
3195	19
3196	19
3197	19
3199	19
3200	19
3201	19
3203	19
3204	19
3205	19
3206	19
3207	19
3208	19
3209	19
3210	9
3210	19
3211	19
3212	19
3213	19
3214	19
3215	19
3216	19
3217	19
3218	19
3219	19
3220	19
3221	19
3222	19
3223	19
3225	19
3227	19
3228	19
3230	19
3231	12
3231	13
3231	19
3232	19
3233	9
3233	19
3234	19
3235	19
3236	19
3237	19
3238	19
3239	19
3240	19
3241	19
3242	19
3244	19
3245	19
3247	9
3247	19
3248	19
3249	19
3250	19
3251	19
3252	19
3253	19
3254	19
3255	19
3256	19
3257	19
3258	19
3259	19
3260	19
3261	19
3262	19
3263	19
3264	19
3265	19
3266	19
3267	19
3270	9
3270	19
3271	19
3273	19
3275	19
3276	19
3277	19
3280	19
3281	19
3282	9
3282	19
3283	19
3284	19
3285	19
3286	19
3287	19
3288	19
3289	19
3290	19
3291	19
3292	19
